LCD I2C 2004;https://de.aliexpress.com/item/1005006760839769.html?spm=a2g0o.cart.0.0.7b5a4ae4wRy6m1&mp=1&pdp_npi=6%40dis%21USD%21USD+7.43%21USD+4.83%21%21USD+4.83%21%21%21%400b8848bf17858769112836918e0e92%2112000038887672127%21ct%21DE%218006471248%21%211%210%21&gatewayAdapt=glo2deu
Arduino Nano R3;https://de.aliexpress.com/item/1005010162147022.html?spm=a2g0o.cart.0.0.7b5a4ae4wRy6m1&mp=1&pdp_npi=6%40dis%21USD%21USD+7.75%21USD+3.49%21%21USD+3.49%21%21%21%400b8848bf17858769112836918e0e92%2112000051365677897%21ct%21DE%218006471248%21%211%210%21&gatewayAdapt=glo2deu
HX711 Loadcell;https://de.aliexpress.com/item/1005009458381498.html?spm=a2g0o.cart.0.0.7b5a4ae4wRy6m1&mp=1&pdp_npi=6%40dis%21USD%21USD+8.18%21USD+4.09%21%21USD+4.09%21%21%21%400b8848bf17858769112836918e0e92%2112000049165710637%21ct%21DE%218006471248%21%211%210%21&gatewayAdapt=glo2deu
Hobbywing SKYWALKER ESC 2 - 6s 60A;https://de.aliexpress.com/item/32377045822.html?spm=a2g0o.cart.0.0.7b5a4ae4wRy6m1&mp=1&pdp_npi=6%40dis%21USD%21USD+38.01%21USD+15.96%21%21USD+15.96%21%21%21%400b8848bf17858769112836918e0e92%2153212502677%21ct%21DE%218006471248%21%211%210%21&gatewayAdapt=glo2deu
ACS758 50A;"https://de.aliexpress.com/item/1005008063980885.html?spm=a2g0o.cart.0.0.7b5a4ae4wRy6m1&mp=1&pdp_npi=6%40dis%21USD%21USD+3.43%21USD+3.43%21%21USD+3.43%21%21%21%400b8848bf17858769112836918e0e92%2112000043507694547%21ct%21DE%218006471248%21%211%210%21&pdp_ext_f=%7B""cart2PdpParams""%3A%7B""pdpBusinessMode""%3A""retail""%7D%7D&gatewayAdapt=glo2deu"
Rotary encoder;"for example: https://de.aliexpress.com/item/1005012454553438.html?spm=a2g0o.productlist.main.4.5270493c11LIaN&aem_p4p_detail=202608041358103445244781327050000366991&algo_pvid=f3cbb690-4174-4aeb-9045-5bad0a2d5036&algo_exp_id=f3cbb690-4174-4aeb-9045-5bad0a2d5036-3&pdp_ext_f=%7B""order""%3A""107""%2C""eval""%3A""1""%2C""fromPage""%3A""search""%7D&pdp_npi=6%40dis%21USD%210.78%210.72%21%21%215.24%214.82%21%4021038a9c17858770901436033e0ff5%2112000058416619112%21sea%21DE%218006471248%21X%211%210%21n_tag%3A-29919%3Bd%3Ac772ef9c%3Bm03_new_user%3A-29895&curPageLogUid=azxmDLpDVbLU&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005012454553438%7C_p_origin_prod%3A&search_p4p_id=202608041358103445244781327050000366991_1"
Brushless Motor of your choice I'm using a AOS Supernovav 2207kv;
